date,hour,day_of_week,is_weekend,is_holiday,is_closed_day,semester_type,event_nearby,available_spots,temperature_C,rain_mm,wind_speed_kmh,humidity_percent
2021-09-02,17,3,0,0,0,Fall,0,8,28.0,0.0,7.6,66.0
2021-09-02,18,3,0,0,0,Fall,0,8,28.0,0.0,3.6,70.0
2021-09-02,19,3,0,0,0,Fall,0,8,28.0,0.0,5.4,66.0
2021-09-02,20,3,0,0,0,Fall,0,8,28.0,0.0,3.6,70.0
2021-09-02,21,3,0,0,0,Fall,0,8,27.0,0.0,5.4,74.0
2021-09-02,22,3,0,0,0,Fall,0,8,28.0,0.0,5.4,66.0
2021-09-03,7,4,0,0,0,Fall,0,6,29.0,0.0,9.4,62.0
2021-09-03,8,4,0,0,0,Fall,0,5,29.0,0.0,9.4,62.0
2021-09-03,9,4,0,0,0,Fall,0,5,30.0,0.0,11.2,66.0
2021-09-03,10,4,0,0,0,Fall,0,7,29.0,0.0,11.2,66.0
2021-09-03,11,4,0,0,0,Fall,0,7,30.0,0.0,14.8,62.0
2021-09-03,12,4,0,0,0,Fall,0,8,30.0,0.0,14.8,62.0
2021-09-03,13,4,0,0,0,Fall,0,8,30.0,0.0,20.5,62.0
2021-09-03,14,4,0,0,0,Fall,0,6,30.0,0.0,20.5,62.0
2021-09-03,15,4,0,0,0,Fall,0,6,30.0,0.0,20.5,62.0
2021-09-03,16,4,0,0,0,Fall,0,8,30.0,0.0,16.6,62.0
2021-09-03,17,4,0,0,0,Fall,0,8,29.0,0.0,11.2,66.0
2021-09-03,18,4,0,0,0,Fall,0,8,29.0,0.0,11.2,70.0
2021-09-03,19,4,0,0,0,Fall,0,8,29.0,0.0,7.6,70.0
2021-09-03,20,4,0,0,0,Fall,0,8,29.0,0.0,7.6,70.0
2021-09-03,21,4,0,0,0,Fall,0,6,28.0,0.0,1.8,70.0
2021-09-03,22,4,0,0,0,Fall,0,8,28.0,0.0,7.6,70.0
2021-09-04,7,5,1,0,0,Fall,0,7,30.0,0.0,3.6,49.0
2021-09-04,8,5,1,0,0,Fall,0,8,31.0,0.0,13.0,46.0
2021-09-04,9,5,1,0,0,Fall,0,5,31.0,0.0,13.0,55.0
2021-09-04,10,5,1,0,0,Fall,0,8,31.0,0.0,14.8,59.0
2021-09-04,11,5,1,0,0,Fall,0,8,31.0,0.0,11.2,55.0
2021-09-04,12,5,1,0,0,Fall,0,6,31.0,0.0,9.4,55.0
2021-09-04,13,5,1,0,0,Fall,0,6,31.0,0.0,11.2,52.0
2021-09-04,14,5,1,0,0,Fall,0,6,31.0,0.0,9.4,52.0
2021-09-04,15,5,1,0,0,Fall,0,7,31.0,0.0,9.4,52.0
2021-09-04,16,5,1,0,0,Fall,0,5,29.0,0.0,9.4,58.0
2021-09-04,17,5,1,0,0,Fall,0,5,29.0,0.0,9.4,62.0
2021-09-04,18,5,1,0,0,Fall,0,5,29.0,0.0,9.4,62.0
2021-09-04,19,5,1,0,0,Fall,0,5,28.0,0.0,9.4,66.0
2021-09-04,20,5,1,0,0,Fall,0,6,28.0,0.0,7.6,66.0
2021-09-04,21,5,1,0,0,Fall,0,7,28.0,0.0,0.0,66.0
2021-09-04,22,5,1,0,0,Fall,0,7,28.0,0.0,7.6,62.0
2021-09-05,7,6,0,0,1,Fall,0,8,30.0,0.0,11.2,59.0
2021-09-05,8,6,0,0,1,Fall,0,8,30.0,0.0,11.2,59.0
2021-09-05,9,6,0,0,1,Fall,0,8,30.0,0.0,11.2,59.0
2021-09-05,10,6,0,0,1,Fall,0,8,31.0,0.0,13.0,59.0
2021-09-05,11,6,0,0,1,Fall,0,8,30.0,0.0,11.2,62.0
2021-09-05,12,6,0,0,1,Fall,0,8,30.0,0.0,13.0,66.0
2021-09-05,13,6,0,0,1,Fall,0,8,30.0,0.0,11.2,62.0
2021-09-05,14,6,0,0,1,Fall,0,8,30.0,0.0,11.2,59.0
2021-09-05,15,6,0,0,1,Fall,0,8,29.0,0.0,11.2,62.0
2021-09-05,16,6,0,0,1,Fall,0,8,29.0,0.0,7.6,66.0
2021-09-05,17,6,0,0,1,Fall,0,8,28.0,0.0,7.6,66.0
2021-09-05,18,6,0,0,1,Fall,0,8,28.0,0.0,9.4,66.0
2021-09-05,19,6,0,0,1,Fall,0,8,28.0,0.0,7.6,66.0
2021-09-05,20,6,0,0,1,Fall,0,8,28.0,0.0,9.4,66.0
2021-09-05,21,6,0,0,1,Fall,0,8,28.0,0.0,7.6,66.0
2021-09-05,22,6,0,0,1,Fall,0,8,27.0,0.0,7.6,70.0
2021-09-06,7,0,0,0,0,Fall,0,4,29.0,0.0,16.6,52.0
2021-09-06,8,0,0,0,0,Fall,0,5,29.0,0.0,14.8,52.0
2021-09-06,9,0,0,0,0,Fall,0,4,30.0,0.0,16.6,52.0
2021-09-06,10,0,0,0,0,Fall,0,8,30.0,0.0,14.8,52.0
2021-09-06,11,0,0,0,0,Fall,0,8,30.0,0.0,16.6,55.0
2021-09-06,12,0,0,0,0,Fall,0,8,30.0,0.0,14.8,55.0
2021-09-06,13,0,0,0,0,Fall,0,8,30.0,0.0,13.0,52.0
2021-09-06,14,0,0,0,0,Fall,0,6,30.0,0.0,13.0,59.0
2021-09-06,15,0,0,0,0,Fall,0,8,29.0,0.0,13.0,62.0
2021-09-06,16,0,0,0,0,Fall,0,6,28.0,0.0,11.2,66.0
2021-09-06,17,0,0,0,0,Fall,0,8,28.0,0.0,11.2,66.0
2021-09-06,18,0,0,0,0,Fall,0,8,28.0,0.0,11.2,66.0
2021-09-06,19,0,0,0,0,Fall,0,8,28.0,0.0,9.4,66.0
2021-09-06,20,0,0,0,0,Fall,0,8,28.0,0.0,11.2,62.0
2021-09-06,21,0,0,0,0,Fall,0,8,28.0,0.0,11.2,62.0
2021-09-06,22,0,0,0,0,Fall,0,8,27.0,0.0,11.2,66.0
2021-09-07,7,1,0,0,0,Fall,0,4,29.0,0.0,18.4,52.0
2021-09-07,8,1,0,0,0,Fall,0,4,29.0,0.0,20.5,52.0
2021-09-07,9,1,0,0,0,Fall,0,6,30.0,0.0,18.4,52.0
2021-09-07,10,1,0,0,0,Fall,0,6,30.0,0.0,16.6,52.0
2021-09-07,11,1,0,0,0,Fall,0,8,30.0,0.0,14.8,55.0
2021-09-07,12,1,0,0,0,Fall,0,7,30.0,0.0,14.8,55.0
2021-09-07,13,1,0,0,0,Fall,0,8,31.0,0.0,14.8,55.0
2021-09-07,14,1,0,0,0,Fall,0,6,29.0,0.0,14.8,62.0
2021-09-07,15,1,0,0,0,Fall,0,8,29.0,0.0,13.0,58.0
2021-09-07,16,1,0,0,0,Fall,0,7,28.0,0.0,14.8,62.0
2021-09-07,17,1,0,0,0,Fall,0,8,27.0,0.0,11.2,66.0
2021-09-07,18,1,0,0,0,Fall,0,8,27.0,0.0,7.6,66.0
2021-09-07,19,1,0,0,0,Fall,0,8,27.0,0.0,7.6,62.0
2021-09-07,20,1,0,0,0,Fall,0,8,26.0,0.0,7.6,65.0
2021-09-07,21,1,0,0,0,Fall,0,8,27.0,0.0,7.6,62.0
2021-09-07,22,1,0,0,0,Fall,0,8,26.0,0.0,7.6,65.0
2021-09-08,7,2,0,0,0,Fall,0,5,28.0,0.0,5.4,62.0
2021-09-08,8,2,0,0,0,Fall,0,5,29.0,0.0,11.2,58.0
2021-09-08,9,2,0,0,0,Fall,0,6,29.0,0.0,11.2,58.0
2021-09-08,10,2,0,0,0,Fall,0,7,29.0,0.0,9.4,58.0
2021-09-08,11,2,0,0,0,Fall,0,6,29.0,0.0,11.2,62.0
2021-09-08,12,2,0,0,0,Fall,0,7,29.0,0.0,11.2,62.0
2021-09-08,13,2,0,0,0,Fall,0,8,29.0,0.0,11.2,62.0
2021-09-08,14,2,0,0,0,Fall,0,8,29.0,0.0,9.4,62.0
2021-09-08,15,2,0,0,0,Fall,0,8,29.0,0.0,9.4,62.0
2021-09-08,16,2,0,0,0,Fall,0,8,28.0,0.0,9.4,66.0
2021-09-08,17,2,0,0,0,Fall,0,8,27.0,0.0,5.4,70.0
2021-09-08,18,2,0,0,0,Fall,0,8,27.0,0.0,3.6,70.0
2021-09-08,19,2,0,0,0,Fall,0,8,26.0,0.0,7.6,74.0
2021-09-08,20,2,0,0,0,Fall,0,8,26.0,0.0,7.6,74.0
2021-09-08,21,2,0,0,0,Fall,0,8,27.0,0.0,7.6,66.0
2021-09-08,22,2,0,0,0,Fall,0,8,26.0,0.0,7.6,70.0
2021-09-09,7,3,0,0,0,Fall,0,4,29.0,0.0,9.4,62.0
2021-09-09,8,3,0,0,0,Fall,0,6,29.0,0.0,13.0,66.0
2021-09-09,9,3,0,0,0,Fall,0,4,31.0,0.0,20.5,59.0
2021-09-09,10,3,0,0,0,Fall,0,8,31.0,0.0,22.3,63.0
2021-09-09,11,3,0,0,0,Fall,0,7,31.0,0.0,16.6,55.0
2021-09-09,12,3,0,0,0,Fall,0,6,31.0,0.0,18.4,55.0
2021-09-09,13,3,0,0,0,Fall,0,8,32.0,0.0,18.4,52.0
2021-09-09,14,3,0,0,0,Fall,0,7,32.0,0.0,16.6,49.0
2021-09-09,15,3,0,0,0,Fall,0,8,30.0,0.0,16.6,59.0
2021-09-09,16,3,0,0,0,Fall,0,8,29.0,0.0,13.0,70.0
2021-09-09,17,3,0,0,0,Fall,0,8,29.0,0.0,9.4,66.0
2021-09-09,18,3,0,0,0,Fall,0,6,29.0,0.0,7.6,70.0
2021-09-09,19,3,0,0,0,Fall,0,6,28.0,0.0,3.6,70.0
2021-09-09,20,3,0,0,0,Fall,0,8,28.0,0.0,3.6,70.0
2021-09-09,21,3,0,0,0,Fall,0,8,28.0,0.0,5.4,70.0
2021-09-09,22,3,0,0,0,Fall,0,8,28.0,0.0,5.4,70.0
2021-09-10,7,4,0,0,0,Fall,0,5,29.0,0.0,14.8,66.0
2021-09-10,8,4,0,0,0,Fall,0,5,30.0,0.0,16.6,62.0
2021-09-10,9,4,0,0,0,Fall,0,5,29.0,0.0,16.6,62.0
2021-09-10,10,4,0,0,0,Fall,0,8,30.0,0.0,16.6,62.0
2021-09-10,11,4,0,0,0,Fall,0,7,29.0,0.0,18.4,62.0
2021-09-10,12,4,0,0,0,Fall,0,6,30.0,0.0,16.6,59.0
2021-09-10,13,4,0,0,0,Fall,0,8,29.0,0.0,14.8,58.0
2021-09-10,14,4,0,0,0,Fall,0,7,29.0,0.0,14.8,58.0
2021-09-10,15,4,0,0,0,Fall,0,7,28.0,0.0,13.0,62.0
2021-09-10,16,4,0,0,0,Fall,0,8,29.0,0.0,13.0,58.0
2021-09-10,17,4,0,0,0,Fall,0,8,27.0,0.0,14.8,62.0
2021-09-10,18,4,0,0,0,Fall,0,6,27.0,0.0,13.0,62.0
2021-09-10,19,4,0,0,0,Fall,0,8,27.0,0.0,13.0,62.0
2021-09-10,20,4,0,0,0,Fall,0,8,27.0,0.0,14.8,62.0
2021-09-10,21,4,0,0,0,Fall,0,8,27.0,0.0,13.0,58.0
2021-09-10,22,4,0,0,0,Fall,0,8,27.0,0.0,13.0,58.0
2021-09-11,7,5,1,0,0,Fall,0,7,28.0,0.0,13.0,55.0
2021-09-11,8,5,1,0,0,Fall,0,7,28.0,0.0,14.8,55.0
2021-09-11,9,5,1,0,0,Fall,0,5,29.0,0.0,13.0,52.0
2021-09-11,10,5,1,0,0,Fall,0,7,29.0,0.0,13.0,52.0
2021-09-11,11,5,1,0,0,Fall,0,6,29.0,0.0,14.8,52.0
2021-09-11,12,5,1,0,0,Fall,0,5,29.0,0.0,14.8,52.0
2021-09-11,13,5,1,0,0,Fall,0,6,28.0,0.0,14.8,55.0
2021-09-11,14,5,1,0,0,Fall,0,5,28.0,0.0,13.0,55.0
2021-09-11,15,5,1,0,0,Fall,0,7,27.0,0.0,11.2,58.0
2021-09-11,16,5,1,0,0,Fall,0,6,27.0,0.0,11.2,62.0
2021-09-11,17,5,1,0,0,Fall,0,5,27.0,0.0,11.2,62.0
2021-09-11,18,5,1,0,0,Fall,0,8,27.0,0.0,11.2,58.0
2021-09-11,19,5,1,0,0,Fall,0,7,26.0,0.0,11.2,61.0
2021-09-11,20,5,1,0,0,Fall,0,5,26.1,0.0,7.4,63.0
2021-09-11,21,5,1,0,0,Fall,0,8,26.0,0.0,9.4,61.0
2021-09-11,22,5,1,0,0,Fall,0,5,26.0,0.0,9.4,61.0
2021-09-12,7,6,0,0,1,Fall,0,8,28.0,0.0,14.8,55.0
2021-09-12,8,6,0,0,1,Fall,0,8,29.0,0.0,13.0,52.0
2021-09-12,9,6,0,0,1,Fall,0,8,29.0,0.0,13.0,58.0
2021-09-12,10,6,0,0,1,Fall,0,8,29.0,0.0,14.8,55.0
2021-09-12,11,6,0,0,1,Fall,0,8,29.0,0.0,16.6,58.0
2021-09-12,12,6,0,0,1,Fall,0,8,29.0,0.0,16.6,62.0
2021-09-12,13,6,0,0,1,Fall,0,8,29.0,0.0,14.8,58.0
2021-09-12,14,6,0,0,1,Fall,0,8,29.0,0.0,14.8,58.0
2021-09-12,15,6,0,0,1,Fall,0,8,28.0,0.0,14.8,62.0
2021-09-12,16,6,0,0,1,Fall,0,8,28.0,0.0,13.0,62.0
2021-09-12,17,6,0,0,1,Fall,0,8,27.0,0.0,13.0,66.0
2021-09-12,18,6,0,0,1,Fall,0,8,27.0,0.0,11.2,66.0
2021-09-12,19,6,0,0,1,Fall,0,8,27.0,0.0,11.2,62.0
2021-09-12,20,6,0,0,1,Fall,0,8,26.0,0.0,9.4,65.0
2021-09-12,21,6,0,0,1,Fall,0,8,26.0,0.0,9.4,65.0
2021-09-12,22,6,0,0,1,Fall,0,8,26.0,0.0,7.6,61.0
2021-09-13,7,0,0,0,0,Fall,0,6,29.0,0.0,13.0,52.0
2021-09-13,8,0,0,0,0,Fall,0,5,28.0,0.0,14.8,62.0
2021-09-13,9,0,0,0,0,Fall,0,4,29.0,0.0,14.8,58.0
2021-09-13,10,0,0,0,0,Fall,0,6,29.0,0.0,13.0,58.0
2021-09-13,11,0,0,0,0,Fall,0,8,29.0,0.0,13.0,58.0
2021-09-13,12,0,0,0,0,Fall,0,7,29.0,0.0,11.2,58.0
2021-09-13,13,0,0,0,0,Fall,0,6,29.0,0.0,7.6,62.0
2021-09-13,14,0,0,0,0,Fall,0,8,29.0,0.0,9.4,58.0
2021-09-13,15,0,0,0,0,Fall,0,8,28.0,0.0,7.6,62.0
2021-09-13,16,0,0,0,0,Fall,0,8,27.0,0.0,3.6,70.0
2021-09-13,17,0,0,0,0,Fall,0,8,27.0,0.0,3.6,70.0
2021-09-13,18,0,0,0,0,Fall,0,7,27.0,0.0,3.6,70.0
2021-09-13,19,0,0,0,0,Fall,0,8,27.0,0.0,5.4,66.0
2021-09-13,20,0,0,0,0,Fall,0,8,26.0,0.0,3.6,70.0
2021-09-13,21,0,0,0,0,Fall,0,8,27.0,0.0,7.6,66.0
2021-09-13,22,0,0,0,0,Fall,0,8,26.0,0.0,5.4,65.0
2021-09-14,7,1,0,0,0,Fall,0,6,28.0,0.0,9.4,62.0
2021-09-14,8,1,0,0,0,Fall,0,6,29.0,0.0,13.0,62.0
2021-09-14,9,1,0,0,0,Fall,0,4,30.0,0.0,14.8,52.0
2021-09-14,10,1,0,0,0,Fall,0,6,30.0,0.0,18.4,55.0
2021-09-14,11,1,0,0,0,Fall,0,6,30.0,0.0,18.4,59.0
2021-09-14,12,1,0,0,0,Fall,0,6,30.0,0.0,14.8,59.0
2021-09-14,13,1,0,0,0,Fall,0,8,29.0,0.0,13.0,66.0
2021-09-14,14,1,0,0,0,Fall,0,6,29.0,0.0,13.0,62.0
2021-09-14,15,1,0,0,0,Fall,0,8,28.0,0.0,11.2,66.0
2021-09-14,16,1,0,0,0,Fall,0,6,28.0,0.0,9.4,66.0
2021-09-14,17,1,0,0,0,Fall,0,8,27.0,0.0,7.6,70.0
2021-09-14,18,1,0,0,0,Fall,0,8,27.0,0.0,9.4,70.0
2021-09-14,19,1,0,0,0,Fall,0,8,27.0,0.0,14.8,70.0
2021-09-14,20,1,0,0,0,Fall,0,8,27.0,0.0,13.0,70.0
2021-09-14,21,1,0,0,0,Fall,0,8,27.0,0.0,13.0,66.0
2021-09-14,22,1,0,0,0,Fall,0,8,26.0,0.0,9.4,65.0
2021-09-15,7,2,0,0,0,Fall,0,4,28.0,0.0,11.2,58.0
2021-09-15,8,2,0,0,0,Fall,0,4,29.0,0.0,14.8,55.0
2021-09-15,9,2,0,0,0,Fall,0,4,29.0,0.0,14.8,58.0
2021-09-15,10,2,0,0,0,Fall,0,6,29.0,0.0,13.0,58.0
2021-09-15,11,2,0,0,0,Fall,0,8,29.0,0.0,14.8,58.0
2021-09-15,12,2,0,0,0,Fall,0,8,30.0,0.0,16.6,59.0
2021-09-15,13,2,0,0,0,Fall,0,8,28.1,0.0,13.0,65.0
2021-09-15,14,2,0,0,0,Fall,0,6,27.2,0.0,11.1,67.0
2021-09-15,15,2,0,0,0,Fall,0,8,26.3,0.0,11.1,69.0
2021-09-15,16,2,0,0,0,Fall,0,6,25.5,0.0,9.3,75.0
2021-09-15,17,2,0,0,0,Fall,0,8,24.7,0.0,9.3,79.0
2021-09-15,18,2,0,0,0,Fall,0,8,23.9,0.0,9.3,82.0
2021-09-15,19,2,0,0,0,Fall,0,8,23.8,0.0,9.3,81.0
2021-09-15,20,2,0,0,0,Fall,0,8,23.7,0.0,11.1,80.0
2021-09-15,21,2,0,0,0,Fall,0,8,23.6,0.0,13.0,80.0
2021-09-15,22,2,0,0,0,Fall,0,8,23.5,0.0,9.3,79.0
2021-09-16,7,3,0,0,0,Fall,0,5,28.0,0.0,18.4,58.0
2021-09-16,8,3,0,0,0,Fall,0,4,29.0,0.0,18.4,55.0
2021-09-16,9,3,0,0,0,Fall,0,5,30.0,0.0,18.4,52.0
2021-09-16,10,3,0,0,0,Fall,0,6,29.0,0.0,18.4,55.0
2021-09-16,11,3,0,0,0,Fall,0,8,29.0,0.0,18.4,58.0
2021-09-16,12,3,0,0,0,Fall,0,8,29.0,0.0,14.8,58.0
2021-09-16,13,3,0,0,0,Fall,0,6,29.0,0.0,16.6,55.0
2021-09-16,14,3,0,0,0,Fall,0,8,28.0,0.0,13.0,58.0
2021-09-16,15,3,0,0,0,Fall,0,8,27.0,0.0,9.4,62.0
2021-09-16,16,3,0,0,0,Fall,0,7,27.0,0.0,7.6,62.0
2021-09-16,17,3,0,0,0,Fall,0,8,27.0,0.0,7.6,62.0
2021-09-16,18,3,0,0,0,Fall,0,8,26.0,0.0,3.6,65.0
2021-09-16,19,3,0,0,0,Fall,0,8,26.0,0.0,7.6,65.0
2021-09-16,20,3,0,0,0,Fall,0,8,26.0,0.0,7.6,65.0
2021-09-16,21,3,0,0,0,Fall,0,8,26.0,0.0,7.6,65.0
2021-09-16,22,3,0,0,0,Fall,0,8,26.0,0.0,7.6,65.0
2021-09-17,7,4,0,0,0,Fall,0,6,27.0,0.0,9.4,58.0
2021-09-17,8,4,0,0,0,Fall,0,4,28.0,0.0,13.0,55.0
2021-09-17,9,4,0,0,0,Fall,0,4,28.0,0.0,11.2,55.0
2021-09-17,10,4,0,0,0,Fall,0,7,28.0,0.0,13.0,55.0
2021-09-17,11,4,0,0,0,Fall,0,8,29.0,0.0,14.8,52.0
2021-09-17,12,4,0,0,0,Fall,0,6,28.0,0.0,14.8,55.0
2021-09-17,13,4,0,0,0,Fall,0,8,28.0,0.0,18.4,55.0
2021-09-17,14,4,0,0,0,Fall,0,8,29.0,0.0,18.4,52.0
2021-09-17,15,4,0,0,0,Fall,0,8,28.0,0.0,14.8,51.0
2021-09-17,16,4,0,0,0,Fall,0,7,27.0,0.0,14.8,54.0
2021-09-17,17,4,0,0,0,Fall,0,8,27.0,0.0,13.0,54.0
2021-09-17,18,4,0,0,0,Fall,0,5,27.0,0.0,13.0,54.0
2021-09-17,19,4,0,0,0,Fall,0,8,27.0,0.0,11.2,58.0
2021-09-17,20,4,0,0,0,Fall,0,5,26.0,0.0,7.6,58.0
2021-09-17,21,4,0,0,0,Fall,0,8,26.0,0.0,9.4,58.0
2021-09-17,22,4,0,0,0,Fall,0,8,25.0,0.0,5.4,61.0
2021-09-18,7,5,1,0,0,Fall,0,8,29.0,0.0,13.0,52.0
2021-09-18,8,5,1,0,0,Fall,0,6,29.0,0.0,16.6,55.0
2021-09-18,9,5,1,0,0,Fall,0,8,29.0,0.0,18.4,58.0
2021-09-18,10,5,1,0,0,Fall,0,6,29.0,0.0,20.5,58.0
2021-09-18,11,5,1,0,0,Fall,0,7,29.0,0.0,22.3,58.0
2021-09-18,12,5,1,0,0,Fall,0,6,30.0,0.0,20.5,55.0
2021-09-18,13,5,1,0,0,Fall,0,8,29.0,0.0,22.3,58.0
2021-09-18,14,5,1,0,0,Fall,0,8,29.0,0.0,20.5,58.0
2021-09-18,15,5,1,0,0,Fall,0,7,28.0,0.0,14.8,55.0
2021-09-18,16,5,1,0,0,Fall,0,6,28.0,0.0,14.8,55.0
2021-09-18,17,5,1,0,0,Fall,0,6,28.0,0.0,11.2,55.0
2021-09-18,18,5,1,0,0,Fall,0,7,28.0,0.0,11.2,55.0
2021-09-18,19,5,1,0,0,Fall,0,6,27.0,0.0,7.6,62.0
2021-09-18,20,5,1,0,0,Fall,0,6,27.0,0.0,5.4,62.0
2021-09-18,21,5,1,0,0,Fall,0,8,27.0,0.0,7.6,58.0
2021-09-18,22,5,1,0,0,Fall,0,6,26.0,0.0,9.4,61.0
2021-09-19,7,6,0,0,1,Fall,0,8,28.0,0.0,9.4,58.0
2021-09-19,8,6,0,0,1,Fall,0,8,28.0,0.0,11.2,62.0
2021-09-19,9,6,0,0,1,Fall,0,8,29.0,0.0,13.0,58.0
2021-09-19,10,6,0,0,1,Fall,0,8,29.0,0.0,13.0,58.0
2021-09-19,11,6,0,0,1,Fall,0,8,29.0,0.0,11.2,55.0
2021-09-19,12,6,0,0,1,Fall,0,8,29.0,0.0,11.2,55.0
2021-09-19,13,6,0,0,1,Fall,0,8,29.0,0.0,11.2,55.0
2021-09-19,14,6,0,0,1,Fall,0,8,29.0,0.0,7.6,55.0
2021-09-19,15,6,0,0,1,Fall,0,8,28.0,0.0,7.6,58.0
2021-09-19,16,6,0,0,1,Fall,0,8,27.0,0.0,5.4,66.0
2021-09-19,17,6,0,0,1,Fall,0,8,27.0,0.0,5.4,66.0
2021-09-19,18,6,0,0,1,Fall,0,8,27.0,0.0,3.6,66.0
2021-09-19,19,6,0,0,1,Fall,0,8,27.0,0.0,3.6,62.0
2021-09-19,20,6,0,0,1,Fall,0,8,26.0,0.0,5.4,65.0
2021-09-19,21,6,0,0,1,Fall,0,8,25.0,0.0,5.4,69.0
2021-09-19,22,6,0,0,1,Fall,0,8,26.0,0.0,5.4,65.0
2021-09-20,7,0,0,0,0,Fall,0,4,28.0,0.0,7.6,66.0
2021-09-20,8,0,0,0,0,Fall,0,5,28.0,0.0,7.6,70.0
2021-09-20,9,0,0,0,0,Fall,0,5,28.0,0.0,9.4,70.0
2021-09-20,10,0,0,0,0,Fall,0,8,29.0,0.0,9.4,66.0
2021-09-20,11,0,0,0,0,Fall,0,6,29.0,0.0,9.4,66.0
2021-09-20,12,0,0,0,0,Fall,0,8,29.0,0.0,11.2,66.0
2021-09-20,13,0,0,0,0,Fall,0,8,29.0,0.0,9.4,66.0
2021-09-20,14,0,0,0,0,Fall,0,8,29.0,0.0,9.4,62.0
2021-09-20,15,0,0,0,0,Fall,0,8,29.0,0.0,11.2,62.0
2021-09-20,16,0,0,0,0,Fall,0,6,28.0,0.0,13.0,70.0
2021-09-20,17,0,0,0,0,Fall,0,8,28.0,0.0,11.2,70.0
2021-09-20,18,0,0,0,0,Fall,0,8,27.0,0.0,1.8,74.0
2021-09-20,19,0,0,0,0,Fall,0,7,27.0,0.0,5.4,66.0
2021-09-20,20,0,0,0,0,Fall,0,8,27.0,0.0,5.4,58.0
2021-09-20,21,0,0,0,0,Fall,0,8,27.0,0.0,5.4,58.0
2021-09-20,22,0,0,0,0,Fall,0,6,27.0,0.0,5.4,54.0
2021-09-21,7,1,0,0,0,Fall,0,6,28.0,0.0,3.6,62.0
2021-09-21,8,1,0,0,0,Fall,0,4,28.0,0.0,9.4,66.0
2021-09-21,9,1,0,0,0,Fall,0,4,29.0,0.0,7.6,70.0
2021-09-21,10,1,0,0,0,Fall,0,6,30.0,0.0,7.6,66.0
2021-09-21,11,1,0,0,0,Fall,0,8,30.0,0.0,9.4,66.0
2021-09-21,12,1,0,0,0,Fall,0,8,30.0,0.0,9.4,66.0
2021-09-21,13,1,0,0,0,Fall,0,6,29.0,0.0,9.4,66.0
2021-09-21,14,1,0,0,0,Fall,0,8,29.0,0.0,13.0,70.0
2021-09-21,15,1,0,0,0,Fall,0,6,28.0,0.0,7.6,74.0
2021-09-21,16,1,0,0,0,Fall,0,8,28.0,0.0,7.6,74.0
2021-09-21,17,1,0,0,0,Fall,0,8,27.0,0.0,5.4,89.0
2021-09-21,18,1,0,0,0,Fall,0,5,27.0,0.0,1.8,84.0
2021-09-21,19,1,0,0,0,Fall,0,8,27.0,0.0,5.4,70.0
2021-09-21,20,1,0,0,0,Fall,0,8,27.0,0.0,5.4,70.0
2021-09-21,21,1,0,0,0,Fall,0,8,27.0,0.0,7.6,62.0
2021-09-21,22,1,0,0,0,Fall,0,8,26.0,0.0,9.4,70.0
2021-09-22,7,2,0,0,0,Fall,0,4,29.0,0.0,27.7,62.0
